_RAJ2000,_DEJ2000,HIP,Vmag,RAICRS,DEICRS,x_coord,y_coord
096.7165547811,+24.9708992046, 30682, 9.12,96.71657674,24.97090409,0.2126524506320601,0.46625146857805894
096.7205102514,+00.8255865100, 30683, 8.98,96.72052576,0.82559526,0.222964949870413,0.031827513821804765
096.7210419516,-32.2500263347, 30684, 9.14,96.72106957,-32.2500433,0.2030726225484533,-0.566076671141026
096.7238835995,-53.5819643028, 30685, 8.57,96.7238784,-53.58199065,0.16416051145001412,-0.99743094917647
096.7276351719,+08.6591665457, 30686, 9.65,96.72763677,8.65918407,0.2220764654517221,0.17064509975133893
096.7292977062,+17.4515749600, 30687, 7.69,96.72943241,17.45158371,0.2183779008596675,0.3283841088186411
096.7320429542,+60.6331086125, 30688, 8.02,96.7320491,60.6332158,0.14774516006910943,1.2025686321914968
096.7326935044,+37.2994486704, 30689, 8.20,96.73269216,37.29946916,0.19864433435922882,0.7018152549569174
096.7342702245,+04.1536168557, 30690, 9.00,96.73426808,4.15362913,0.22303688075753633,0.09069403128475785
096.7431369904,-04.4592931478, 30691, 6.91,96.74313131,-4.45929062,0.2228516293733556,-0.061579995944694245
096.7451340800,-55.0332506103, 30694, 8.50,96.74508306,-55.03332202,0.1607348227257829,-1.0292486953967368
096.7450992707,+00.8410421840, 30692, 6.70,96.74511089,0.84104075,0.2233995368721042,0.032100373171001534
096.7452290650,-16.9994270640, 30693, 8.16,96.74524678,-16.99943963,0.2177599183339296,-0.2849135029111851
096.7461038680,+38.9752492583, 30695, 8.33,96.74619738,38.9752268,0.19634506074607375,0.7350435058956907
096.7466236255,-44.1227558280, 30696, 7.97,96.74666043,-44.12281596,0.18500935070189267,-0.7988232806279183
096.7490281613,+31.0593198508, 30697, 9.25,96.74902609,31.05933458,0.20701313993564296,0.5808515599401324
096.7504865327,+23.7338601656, 30698, 7.93,96.7505155,23.73387086,0.21428750622232404,0.4433496710376895
096.7521723056,+35.4293098019, 30699, 8.01,96.75217502,35.42931267,0.20158241445799382,0.665151762054379
096.7536468864,-04.3556588639, 30700, 6.50,96.75365905,-4.35564885,0.22305659139913162,-0.05974902136828314
096.7540725396,+05.3788284850, 30701, 9.52,96.75408001,5.37882236,0.22322711673622503,0.11240117263903152
096.7648265182,+03.3841453518, 30702, 8.30,96.76483616,3.38414139,0.22365040189274435,0.07707589260138843
096.7671930953,-58.0021160574, 30703, 5.82,96.76723213,-58.00210529,0.1529215462308009,-1.0955457790950531
096.7696165682,-69.2863278612, 30704, 8.83,96.76965079,-69.28631758,0.11486534110964176,-1.3652395700167272
096.7782345789,-32.1668107173, 30705, 7.16,96.77800031,-32.16659503,0.20409236981603254,-0.5645529545244461
096.7816032596,-37.8955069726, 30706, 6.48,96.78160751,-37.89561574,0.19614179301125223,-0.6748762003458578
096.7857104428,-21.5525222368, 30707, 7.86,96.78570438,-21.5525279,0.21515976851091048,-0.36739645580369423
096.7879208723,-47.8212391518, 30708, 8.07,96.78791899,-47.82129294,0.17824114400177266,-0.8749137144606661
096.7882557898,+00.1350269324, 30709, 7.77,96.78828046,0.13503804,0.22415003634103237,0.019621185824479317
096.7902744511,-24.2385760814, 30710, 8.03,96.79027709,-24.23858138,0.2129117944875322,-0.41656542975945104
096.7972147658,-37.1020528821, 30712, 8.18,96.79724905,-37.10208358,0.19759005512765992,-0.6594169295279474
096.7973577131,-25.8564962061, 30711, 6.05,96.79782098,-25.85597162,0.21149600336623067,-0.4463930070183568
096.8002971269,-60.7285795639, 30714, 6.97,96.80046455,-60.72861488,0.14521873821562864,-1.1580299704050916
096.8004779224,-20.4209336100, 30713, 7.60,96.80051265,-20.42086886,0.2163057555359988,-0.3468159638217223
096.8040922869,-12.8383649990, 30715, 8.36,96.8041052,-12.83836444,0.2211095335386447,-0.21036144717318336
096.8068405696,-73.2283549832, 30716, 9.36,96.80684436,-73.22841582,0.09855273795673607,-1.467446294935437
096.8073391187,+00.2992462679, 30717, 5.19,96.80733207,0.29926632,0.22449121465109484,0.022523367525508847
096.8109335797,-36.0032435596, 30718, 9.27,96.81094052,-36.00324582,0.19942333344654914,-0.6381091794447217
096.8127069302,+06.5106831710, 30719, 7.88,96.81269372,6.51065398,0.22406669924832828,0.13248565659153597
096.8149641375,-00.2759994546, 30720, 5.55,96.8149602,-0.27598684,0.22460634719035952,0.012355717866383958
096.8154635547,-27.1120827958, 30721,10.96,96.81546492,-27.1120914,0.21051496150807236,-0.46969176296470866
096.8157411693,+14.8892298233, 30722, 6.57,96.81573961,14.88922749,0.2212585985340249,0.2821439969141304
096.8165295382,+21.9905995658, 30723, 8.48,96.81652039,21.99061692,0.21680494167260408,0.4112603651799051
096.8261606611,+26.6691407531, 30724, 9.84,96.82615669,26.66916851,0.21292452120516153,0.4980024919793859
096.8279620435,+06.4960601715, 30725,10.33,96.82795583,6.49606355,0.22433862794942874,0.13222961469983835
096.8291294918,+21.2935758532, 30726, 7.96,96.82904805,21.29366294,0.21754437301131102,0.39847385357202963
096.8329355480,-53.5662344085, 30727, 8.15,96.83296481,-53.56630628,0.16560978540636523,-0.9972515195509664
096.8352121465,+02.9082878615, 30728, 5.55,96.83531772,2.90825624,0.224931149006971,0.06865994305774496
096.8360998089,-33.1140173846, 30729, 8.41,96.83614206,-33.11384727,0.20380574829921128,-0.5826393313021747
096.8400116176,-15.3159736351, 30730, 7.81,96.84002762,-15.31598484,0.22041681154825368,-0.2547162338112059
096.8441429695,-19.0270526507, 30731, 8.74,96.84414009,-19.02705005,0.21808612111518302,-0.3215745291135309
096.8490982836,-44.1700664853, 30732, 8.53,96.84908212,-44.17008802,0.18641256386751398,-0.7999215861235116
096.8504283290,-25.7345975818, 30733, 8.36,96.85044012,-25.73478437,0.21249145819030055,-0.4441992014149008
096.8509728412,+19.4589059108, 30734, 9.19,96.85092724,19.45893114,0.2192127802006616,0.3649422620215754
096.8663825158,+05.1754224249, 30735, 6.72,96.86638542,5.17542697,0.22523959202746208,0.10881253070068689
096.8668565582,-60.2772362570, 30736, 8.19,96.86697132,-60.27726608,0.14736633648681957,-1.147685717719291
096.8682109726,-22.1242125776, 30737, 7.63,96.86820074,-22.12426622,0.21608448053539528,-0.37789016444479
096.8771200485,+29.6421808042, 30738, 7.84,96.87712855,29.64218095,0.21070889523840403,0.5540279216252344
096.8824636408,-26.0775041965, 30739, 8.83,96.88247,-26.0775172,0.21268351617273493,-0.4505674214634351
096.8858309159,+76.0203850503, 30740, 7.74,96.88585788,76.02031471,0.08842537104367003,1.599221111500461
096.8980068673,+32.5629458517, 30741, 6.43,96.89798668,32.56311006,0.20764290579252892,0.6098004053712951
096.9006040328,+59.3902860125, 30742, 8.17,96.90059735,59.39028995,0.15349490051142933,1.1735946357121332
096.9035680544,-15.3061613533, 30743, 7.48,96.9035833,-15.30617302,0.221522206939191,-0.2545756916723231
096.9096683961,+48.7768576315, 30745, 7.31,96.90959286,48.77675776,0.18074640820751012,0.9370048242626697
096.9100651385,+85.5860908965, 30744,12.43,96.91037527,85.5864784,0.03251455347915902,1.8876603201678284
096.9104608199,+09.2099399121, 30746, 9.53,96.91046375,9.20994786,0.2251389563927792,0.18050098561139638
096.9179667899,+30.6451774431, 30747, 6.95,96.91793642,30.6452087,0.21025317469863664,0.5731244875423647
096.9179371791,+33.1254551141, 30748, 9.20,96.91817554,33.12552509,0.20726625464640835,0.6206492690311107
096.9189690287,-32.2990225967, 30750,10.93,96.91927219,-32.29862192,0.2061940324697562,-0.5672122854822239
096.9192505276,+18.2238527205, 30749, 7.47,96.91931514,18.22381529,0.22119009300969772,0.34250569695812866
096.9194647936,+32.6206857483, 30751, 9.85,96.91941891,32.62070354,0.20791878355155288,0.6109301365511566
096.9294776901,+11.7556599507, 30752, 8.66,96.92936766,11.75568535,0.22461556231923066,0.2259530619357898
096.9295980313,+09.6265521776, 30753, 7.55,96.92960735,9.62654632,0.22535158469183686,0.18793050281029858
096.9391731381,-02.6598326994, 30754, 7.85,96.93918017,-2.65980363,0.2265962286594133,-0.02979167084820304
096.9403020770,+24.3194931400, 30755, 9.36,96.94011353,24.32020697,0.21699383432425506,0.45435374924564226
096.9415486576,+20.7831560027, 30756, 8.59,96.94143388,20.7832296,0.2198410090259094,0.38919759278827865
096.9440127996,+20.7895090086, 30757, 6.54,96.94409771,20.78961921,0.21988196544528732,0.38931640318337446
096.9484047219,-04.8247170608, 30758, 7.82,96.94841543,-4.82471254,0.22639965841327708,-0.06808470818735791
096.9500818717,-41.1315296922, 30759, 7.68,96.95001872,-41.13177197,0.19341309302234938,-0.7389461433059439
096.9525690027,-62.1499266765, 30760, 6.61,96.95256406,-62.14998693,0.1424024517233829,-1.1914499151433955
096.9618243991,-05.1548605721, 30761, 8.09,96.96183399,-5.15484927,0.22656687447201068,-0.07393023487569866
096.9622950410,+47.4049268297, 30762, 6.55,96.96239721,47.40491842,0.18439848873064738,0.9079873930071003
096.9629896582,-48.0567391939, 30763, 9.08,96.96298784,-48.05678168,0.18018432389893765,-0.880072170605107
096.9656953827,+80.8674324171, 30764, 8.01,96.96572846,80.86745524,0.06261811998838523,1.740561933173726
096.9681631927,-30.0598616128, 30765, 8.56,96.96820512,-30.05986871,0.20974446003045757,-0.5249435307292464
096.9729473047,+07.1293183756, 30766, 8.82,96.97294826,7.12932557,0.22676583978607665,0.14350388111519644
096.9815206621,-79.7995793573, 30767, 9.10,96.98143049,-79.79960184,0.06687480739267754,-1.6491883193892989
096.9822440446,+47.9880445872, 30768, 8.68,96.98219589,47.98808299,0.18345761265355343,0.9203455661280113
096.9861315804,+20.4963199285, 30769, 6.22,96.98620696,20.49628855,0.22081518829260804,0.3839759918786032
096.9865491326,-58.1445972700, 30770, 9.02,96.98653458,-58.14467602,0.15513563465840136,-1.0991056599478646
096.9892939179,+21.8193431340, 30771, 8.65,96.98928122,21.81937145,0.21988248339199956,0.4082366226745892
096.9898730431,-04.7621544019, 30772, 5.06,96.98988336,-4.76214677,0.2271436521031206,-0.06698592431316314
096.9939007962,+18.8135768701, 30773, 7.86,96.993936,18.8136607,0.2221002419497785,0.35327694993484404
096.9951672625,+23.6684076060, 30774, 7.59,96.99512658,23.66846154,0.21848483070098743,0.4423283753576513
096.9953170508,-66.7544239821, 30775, 8.42,96.99525676,-66.75452468,0.12673664064622656,-1.302312916016349
096.9959488726,-13.1605808454, 30776, 7.08,96.9959634,-13.16058121,0.22428906124290204,-0.21620920119355075
096.9980657085,+36.2023942232, 30777, 7.75,96.99808604,36.20241656,0.20440527250965698,0.6805507441830423
097.0090953655,-45.6192787233, 30778, 8.44,97.00910659,-45.61923789,0.18590207049561827,-0.8297178429488627
097.0116342831,+29.2418368743, 30779, 7.55,97.01162679,29.2418456,0.21336553832807598,0.5465741302624691
097.0118171394,-21.7981226400, 30780, 7.73,97.01179981,-21.79811564,0.21878897050546106,-0.37204832705729535
097.0120375703,+05.9225444883, 30781, 7.74,97.01204473,5.92254653,0.2276911955757591,0.12208556205656204
097.0144850037,-16.1372352106, 30782, 9.16,97.01447549,-16.13723453,0.222941949581028,-0.26956423329022183
097.0155432507,-38.4376976893, 30783,12.54,97.01555076,-38.43770029,0.19889326093717558,-0.6857788181318277
097.0183854624,+45.5049924206, 30784, 9.14,97.0183624,45.50498999,0.18904023651038174,0.8682610666891294
097.0205467637,+74.7430869090, 30785, 9.14,97.02054076,74.74310735,0.09566264531575004,1.5636613491850182
097.0234184727,-27.1436080775, 30786, 7.80,97.02343426,-27.14360414,0.21392164105218392,-0.4704718740101447
097.0319977318,-32.8459453328, 30787, 8.87,97.03200184,-32.84596468,0.2072897579976111,-0.577749245497327
097.0425329722,-32.5800705533, 30788, 4.47,97.04257272,-32.58012947,0.20780819714883,-0.5726994832694475
097.0448569862,-04.8990316947, 30789, 7.98,97.04486872,-4.89902766,0.22808522011068316,-0.06941976473516132
097.0455240389,-57.3352544310, 30790, 8.72,97.04553228,-57.33530224,0.15817777482097586,-1.080935710406516
097.0476520417,+73.5569797360, 30791, 8.47,97.04767119,73.55700042,0.10151831627852145,1.5310391366849259
097.0517736949,+08.6879154876, 30792, 8.48,97.05179307,8.68794988,0.22777253220389415,0.17124365823206583
097.0581574526,+05.2722532121, 30793, 7.39,97.05815921,5.27225241,0.22861119609016917,0.11055762568755885
097.0603521565,+70.5353198449, 30794, 6.03,97.0603577,70.53529114,0.11513103870807145,1.4499915516310353
097.0610051805,-77.2908830803, 30795, 6.94,97.0610212,-77.29093524,0.08075623056122265,-1.5781855740751323
097.0661575577,-19.7970673104, 30796, 7.59,97.06614242,-19.7970283,0.2213111476246398,-0.33568135228648127
097.0682254728,-45.6914324392, 30797, 8.65,97.06827704,-45.69139321,0.18660538853215103,-0.8312813799070526
097.0698616276,+01.9126793511, 30798, 6.48,97.06987797,1.91271649,0.22912689784655899,0.05105656756900493
097.0714951446,+24.6814647636, 30799, 8.47,97.07150769,24.68147959,0.21889292565557178,0.4611623955789202
097.0725921634,-13.0530936972, 30800, 7.99,97.07258635,-13.0530936,0.2256767858983923,-0.21432610970579585
097.0743871548,+18.4685455339, 30801, 7.71,97.07439925,18.46856352,0.2237106642586884,0.3470477225924477
097.0756861513,-59.6178718851, 30803, 7.63,97.07558057,-59.61786384,0.15179073101883772,-1.1328254004485077
097.0756689993,-34.3806391868, 30802, 8.50,97.07566682,-34.3806606,0.20590086290404772,-0.6071467579904438
097.0783903658,+10.3038929975, 30804, 6.16,97.07832159,10.30399931,0.22774808602527546,0.20006211705598023
097.0845477514,-09.8242274994, 30805, 8.37,97.08454341,-9.82422818,0.22732133229930532,-0.1567831752373267
097.0848001657,-00.7293708283, 30806, 7.73,97.08483038,-0.72939037,0.22935313894882367,0.004326085271237778
097.0883558195,-12.8591928329, 30807, 8.95,97.08836826,-12.85918401,0.22604862259478165,-0.2108694013557095
097.0911768157,+62.7123597457, 30808, 8.16,97.09126127,62.71249277,0.145135178732526,1.2528281776858936
097.0939943239,-47.7780838255, 30809,10.99,97.09334542,-47.77788756,0.1826061328269372,-0.8744471550572394
097.1069297315,+41.6248895386, 30810, 9.79,97.10696888,41.62492799,0.19752881487178595,0.788724356663257
097.1070327067,-58.3543468622, 30811, 8.40,97.1070019,-58.35431789,0.155957912123661,-1.1040429755496894
097.1087153682,-06.5478854074, 30812, 8.05,97.10872146,-6.54787814,0.22881747299296423,-0.09863693003592423
097.1119390865,-49.1676353706, 30813, 8.66,97.11195574,-49.16734419,0.1798025455747668,-0.9035548862998707
097.1147751540,+43.0681416230, 30814, 9.35,97.11473839,43.06820788,0.19507498549704927,0.8181201918151758
097.1168898894,+16.2383864421, 30815, 6.24,97.11712064,16.23850447,0.2257876052664441,0.3066402089755388
097.1188965193,+54.3866207606, 30817, 8.20,97.11888358,54.38662883,0.1702285008859095,1.059656287581434
097.1190101684,+32.1332316456, 30816, 8.38,97.11900394,32.13325634,0.21176059483100076,0.6017751962766162
097.1206233871,+34.4925508308, 30818, 7.72,97.1206238,34.49255506,0.2087323028712991,0.647323915504895
097.1210835679,+16.0472430479, 30819, 8.42,97.12109505,16.04725435,0.22596255035566307,0.30318584325899073
097.1223079096,+13.8975817139, 30820, 8.52,97.12230165,13.89760845,0.2270783847154831,0.26444556619616505
097.1226796034,+40.0569830743, 30821, 8.67,97.12265566,40.05700755,0.20042386205614096,0.7571321309029442
097.1320034596,+39.1104159579, 30822, 7.83,97.13202523,39.11047626,0.20210561555861764,0.7382099790564296
097.1339946211,+27.6344941569, 30823, 7.69,97.13394318,27.6346239,0.2170982936908105,0.5163785775094871
097.1377906651,-04.5790271865, 30824, 8.12,97.13773768,-4.57897369,0.22978851196262207,-0.06377358214352312
097.1395415424,+77.9593646783, 30825, 7.95,97.13957405,77.95944197,0.07996453955780689,1.6549085842510871
097.1399819776,-11.9465187211, 30826, 9.36,97.13999907,-11.94651911,0.22738804362762477,-0.1946021293228722
097.1420373190,+30.4930335932, 30827, 5.75,97.14203636,30.49306993,0.21410288854017687,0.5704503019553896
097.1439138106,-13.0492408787, 30828, 7.56,97.14398377,-13.04924941,0.22692164281920996,-0.21429254808756001
097.1468828598,+67.3152963383, 30829, 9.14,97.14687265,67.31537363,0.12905376733532373,1.3668699738655272
097.1492162912,+68.1881602396, 30833, 9.58,97.14891499,68.18871691,0.12563083357917426,1.3891491886045373
097.1488504054,-08.4620118083, 30830, 7.79,97.14895403,-8.46226585,0.22894440546475844,-0.13260650176323985
097.1490397866,-44.3481242400, 30831, 8.85,97.14902942,-44.34815749,0.19043639797890252,-0.8039532960725404
097.1497369357,-01.5895678307, 30832, 7.78,97.1497453,-1.58959148,0.23043491479927197,-0.010890571036269387
097.1516729779,-35.2621529503, 30834, 8.54,97.15166759,-35.26216486,0.20584630373435928,-0.6241953871370429
097.1522369701,+29.2700932125, 30835, 9.95,97.15220894,29.27013565,0.21565590591082112,0.5472443049759583
097.1559153263,-17.4660089276, 30836, 5.76,97.15587229,-17.46603282,0.22452156546113977,-0.29357829859685597
097.1582074423,-78.9054631946, 30837, 7.55,97.15825544,-78.90557133,0.07273603736676468,-1.623768270092131
097.1593404859,-00.7210969367, 30838, 6.80,97.1592461,-0.72108177,0.23066951843433178,0.0044684585214755
097.1599977836,+26.0714567296, 30839,10.53,97.15998374,26.07147824,0.2190900832552588,0.48711912602416574
097.1635126216,-32.3712790293, 30840, 5.74,97.16351878,-32.37129738,0.2100221882544998,-0.5688609694130029
097.1639601842,+11.2970879183, 30841, 8.89,97.16396819,11.29708646,0.22890071854840635,0.21783618512936143
097.1646114004,-20.1972513793, 30842, 8.35,97.16460389,-20.19726448,0.2226821183077351,-0.3430187936563283
097.1647292688,-03.7845138675, 30843, 7.86,97.16473397,-3.78449068,0.23041159002959932,-0.049718206276534206
097.1659861704,+50.5181624247, 30844, 9.64,97.16597799,50.51817239,0.18040548071058246,0.9747577243023734
097.1679689582,-50.0813774794, 30845, 8.26,97.16805884,-50.08132391,0.17847855749186453,-0.9229310525877403
097.1719436025,-38.5709393040, 30846, 9.06,97.1719381,-38.57046887,0.2010809224083032,-0.6885810923159597
097.1721703230,-19.6912371268, 30847, 9.13,97.17219477,-19.69125329,0.22320258543867086,-0.33383842776627365
097.1744538272,-62.5578099087, 30848, 8.50,97.17439518,-62.55772219,0.1434776156794938,-1.2013955438982156
097.1767754721,-41.0748771980, 30849, 6.32,97.17664773,-41.07491108,0.19691471181941647,-0.7381117972743463
097.1780052219,+34.8646716385, 30850, 7.16,97.17801322,34.86471201,0.20914172471401885,0.6546249313314088
097.1783487914,-28.2374895337, 30851, 8.69,97.1783297,-28.23749369,0.21528399633844272,-0.49100155741207346
097.1787879577,-06.9700358771, 30852, 7.55,97.17880096,-6.9700307,0.2299342816409143,-0.10613945988947086
097.1798964546,-49.2852640894, 30853, 8.02,97.17989679,-49.28527877,0.18046963875842292,-0.906137308887256
097.1814655773,+35.2619337704, 30854, 8.47,97.1814793,35.26201026,0.20864531768977504,0.6623707496850147
097.1825237646,+30.2853832018, 30855, 8.96,97.18253477,30.28542999,0.2150081045156841,0.56653954988948
097.1872385517,-09.0565858440, 30856, 9.05,97.18726501,-9.05658791,0.2294091552308947,-0.14317610471374917
097.1876139157,+25.6209160110, 30857, 8.55,97.18761556,25.62092182,0.21998367851833564,0.47873686730231757
097.1895913514,-28.0001287300, 30858, 8.03,97.18959738,-28.00009898,0.2157345475770764,-0.4865816676709647
097.1896010026,+67.6152576737, 30859,10.77,97.18965404,67.61529858,0.12829688142118328,1.3745594816432527
097.1905132616,-55.9171573325, 30861, 8.27,97.19050411,-55.91719102,0.16394502334482428,-1.049477269943794
097.1904595654,+38.9629630467, 30860, 7.89,97.19059648,38.96309296,0.20324816298634413,0.7353442691598139
097.1918011082,+36.4799848116, 30862, 7.15,97.19268426,36.48051961,0.207079158734902,0.6862343986214
097.1960952178,-00.5724080740, 30863, 6.52,97.19609935,-0.57240664,0.23132999866692863,0.007095789241621626
097.1977370611,+06.2003514476, 30864, 9.17,97.19773046,6.20038409,0.23091847573820715,0.12705035671396092
097.1998877182,-08.4797572458, 30865, 8.27,97.19989396,-8.4797641,0.22983311829162836,-0.13293430653254215
097.2039007067,+10.2388956162, 30866, 9.06,97.20388895,10.23890196,0.22997558047726868,0.1989412449093197
097.2044583371,-07.0330624999, 30867, 3.76,97.20447548,-7.03305042,0.23036808562377709,-0.10726421291427546
097.2086615052,-68.1302471721, 30868, 9.28,97.20868754,-68.13029537,0.12346394259529568,-1.336776843446007
097.2106380383,+52.4487649611, 30869, 6.94,97.21058771,52.4487076,0.17637275212163664,1.0168854254303092
097.2136621922,-38.3152139349, 30870, 8.31,97.21370014,-38.31532523,0.20213577931238505,-0.6836286733865675
097.2139842178,-02.5095103875, 30871, 7.97,97.21398142,-2.5094802,0.23147027856282842,-0.027167968905522286
097.2152624048,+02.1390335850, 30872, 9.15,97.21525737,2.13903446,0.23168982913552832,0.05506706550104276
097.2168018057,-45.7776324604, 30873, 7.60,97.21684941,-45.77765995,0.1885588187707236,-0.833263200424802
097.2181615828,+00.1279575404, 30874, 6.56,97.21815993,0.12796928,0.23175079095033177,0.01948306687387629
097.2195886980,-37.3414119011, 30875, 8.18,97.21959148,-37.34145079,0.20377491404665438,-0.6645954627959596
097.2237922711,+49.7259192382, 30876, 8.89,97.223789,49.7259407,0.18302887394901907,0.9577716401802515
097.2273448834,+41.1949410914, 30877, 9.26,97.22733529,41.19494639,0.2001011011005128,0.7801794560620093
097.2287139840,+52.1258570449, 30878, 7.25,97.22894911,52.12590325,0.1774160417906505,1.0098334105017395
097.2292522861,+77.9072123373, 30879, 8.19,97.22902512,77.90734507,0.08078825411625372,1.6535037638883257
097.2349264478,+26.9674567246, 30880, 6.57,97.23470629,26.96764519,0.21945824472776415,0.5039510924502648
097.2348289938,-11.2628390779, 30881, 7.78,97.23484426,-11.26284863,0.22935530772502918,-0.18245437143649804
097.2355392697,-59.7730064546, 30882, 7.68,97.23552691,-59.77305859,0.15316573756465335,-1.136638639675702
097.2407781215,+20.2121329778, 30883, 4.13,97.24079361,20.2121672,0.22538556110313707,0.37895079401958265
097.2449792329,-42.2923276981, 30884, 8.09,97.24497713,-42.29243333,0.1957419992051335,-0.762550710345718
097.2484609369,-47.5015891998, 30885, 8.87,97.2483974,-47.50164187,0.18537633703870382,-0.8689256417112945
097.2506982096,+11.0192097350, 30886, 6.59,97.25069348,11.01924211,0.23052466368915134,0.21289910356566408
097.2530938246,-80.5387352504, 30887, 8.91,97.25305819,-80.53878899,0.06402430462606797,-1.670847214366175
097.2558605308,-45.3664104396, 30888,10.76,97.25520042,-45.36570857,0.18994896232297692,-0.8248697406278952
097.2656793907,-41.6260112069, 30889, 8.47,97.26566271,-41.6259782,0.1972653243431374,-0.7492282823101377
097.2654047070,+17.7452271495, 30890, 7.61,97.2657186,17.74562999,0.22747237286853852,0.33402682761899255
097.2694140691,-05.5722864115, 30891, 8.24,97.26941424,-5.57232654,0.2318950615913345,-0.08139196423586603
097.2728034296,+76.9961605628, 30892, 8.60,97.27275493,76.99626741,0.08595985096098976,1.627382702220155
097.2730313084,+27.0088754288, 30893, 8.59,97.27370602,27.00989342,0.22006706306247734,0.5047782175618449
097.2743781815,+73.2980250726, 30894, 9.44,97.27436761,73.29799384,0.10450049608707586,1.524277601880095
097.2796494510,-40.3718843542, 30895, 7.57,97.27950627,-40.37194733,0.19969400516192373,-0.7242725543645602
097.2857457602,-42.6744381439, 30896, 7.91,97.28577872,-42.67447188,0.19563794002283189,-0.7702847245295927
097.2869207080,+39.4676560871, 30897, 9.76,97.28690654,39.46771216,0.20392132322523224,0.7455376377736553
097.2882544339,+01.3578390528, 30898, 8.22,97.28826907,1.35783915,0.23300242897138604,0.04124263753971844
097.2889548685,+54.6118339007, 30899, 7.71,97.28898387,54.61182255,0.17184159466524035,1.0649500520690942
097.2897771210,+17.4965624315, 30900, 7.80,97.28980021,17.49660256,0.22804307629083093,0.32952134168867336
097.2929337788,-64.2373560658, 30901, 8.85,97.29297516,-64.23737342,0.13893261595439013,-1.2415555807122536
097.2968941362,+44.8941019726, 30902, 8.82,97.29690762,44.89411274,0.19431494043680558,0.8559621438813322
097.2999287410,-26.1188291250, 30903, 7.89,97.29988884,-26.1188475,0.21958263351186283,-0.45171534960183085
097.3004419197,-40.3802595524, 30904, 7.88,97.30047271,-40.38025666,0.19999647391402717,-0.7244651791659953
097.3049653183,+10.9338913980, 30905, 8.10,97.30445502,10.93404377,0.23149927563183428,0.2113950636420129
097.3117146871,+02.6461944436, 30906, 6.17,97.31172004,2.64629152,0.23337077658042066,0.06405270320203231
097.3119905116,-73.5894845767, 30907, 9.35,97.31199163,-73.58947641,0.10072675058925856,-1.4776998163887702
097.3137876176,-14.3577852829, 30908, 9.36,97.31377846,-14.35777646,0.22917416091419432,-0.23779730418952813
097.3141653263,-08.1006549229, 30909, 8.12,97.31417004,-8.1006531,0.23196796868359845,-0.1262406613567824
097.3165889673,-14.2156657247, 30910, 8.31,97.31660697,-14.21567569,0.22930288589351658,-0.2352526875811802
097.3217307228,+39.6479410144, 30911, 7.89,97.32170588,39.64819807,0.20416110535861864,0.7491923202989338
097.3235148736,-36.8516321319, 30912, 9.14,97.3235389,-36.8516525,0.20615256450134184,-0.6551860721666508
097.3264936567,-26.5004646021, 30913, 8.65,97.32650634,-26.5004883,0.21962509148349102,-0.4588154044320457
097.3268322878,+12.5475817611, 30914, 8.45,97.32683672,12.54759615,0.23125630858014493,0.24029500818535998
097.3287962298,-61.0059043238, 30916, 7.99,97.32906876,-61.00607614,0.1503152052124893,-1.1652885484024025
097.3291797902,+45.7674867114, 30915, 8.90,97.32915763,45.76749026,0.1930432700165509,0.874161988738571
097.3357217145,+25.3168708561, 30917, 8.25,97.33573048,25.31688787,0.22276201979058727,0.4731983655601881
097.3388295976,-17.8131255975, 30918, 8.06,97.33883381,-17.81311991,0.22743008715793175,-0.29996196223859917
097.3432454379,+07.4984653346, 30919, 8.09,97.34325848,7.49851047,0.23321157019120078,0.15014996309185746
097.3475036184,-02.8139789791, 30920,11.12,97.345813,-2.81247539,0.23376035542181764,-0.03254613442788179
097.3457482041,+78.2853709480, 30921, 7.95,97.34590251,78.28539783,0.07940610133113703,1.6645897402951233
097.3487587054,-71.5066160375, 30922, 8.19,97.34876269,-71.50666635,0.11052987275630978,-1.4230011637263258
097.3489774899,+35.1967011683, 30923, 8.98,97.34901687,35.19673821,0.2114066199514079,0.661290006790293
097.3503737676,-55.5113990585, 30924, 8.63,97.3503945,-55.51142193,0.16706493459182148,-1.0407321944786052
097.3565088318,-22.5910978532, 30925, 6.80,97.35648556,-22.59112369,0.22393579858172538,-0.38681635927710584
097.3604274541,+04.2532527946, 30926, 7.55,97.36044432,4.25327168,0.23409003855348287,0.09253026820892327
097.3638270308,-44.5745042081, 30927, 8.66,97.36383696,-44.57449084,0.19311078166828458,-0.8088629099570422
097.3647539881,+34.2363612535, 30928, 9.23,97.36474067,34.236455,0.21299280299003687,0.6426257656122543
097.3656672149,-34.0940872160, 30929, 7.95,97.36572662,-34.0941639,0.2109045794976097,-0.6019872737348155
097.3674686046,+03.6238182968, 30930, 9.71,97.36749235,3.62383621,0.23428176401991377,0.08137408150118952
097.3680529614,-11.4641919297, 30931, 7.47,97.3680668,-11.46414677,0.2315932797005566,-0.1861017515236159
097.3687459488,-56.8527658757, 30932, 5.20,97.36891553,-56.85284448,0.16350300070137427,-1.0706167235271262
097.3712720501,-59.7674671857, 30933, 8.16,97.37127345,-59.76751971,0.15475378344176935,-1.1367249865816713
097.3845250776,+27.6542882876, 30934, 9.99,97.38453202,27.65429293,0.22125088088327638,0.5169792074858423
097.3893368741,-07.3625836501, 30935, 7.80,97.38930597,-7.36263423,0.233523300829957,-0.11316485012672865
