_RAJ2000,_DEJ2000,HIP,Vmag,RAICRS,DEICRS,x_coord,y_coord
138.7431949106,-22.7991911867, 45390, 7.95,138.74318592,-22.79916727,0.9783748356397513,-0.49148719975597327
138.7513217506,+84.4788636377, 45391, 8.80,138.75211448,84.47892185,0.15137130022433462,1.9191498015609092
138.7532692703,-40.2732358856, 45392, 8.55,138.75329552,-40.27323608,0.8585442755396329,-0.879972668849918
138.7572917475,-20.1202625671, 45393, 7.31,138.7573196,-20.12027839,0.9909545774744634,-0.432219992727848
138.7655978842,-30.3671004881, 45394, 7.71,138.76562628,-30.36711687,0.93558435262296,-0.6595000719968303
138.7661919538,-48.5037354627, 45395, 8.87,138.76627706,-48.50376706,0.7757574664494469,-1.0639083680000105
138.7718996985,-46.3677389435, 45396, 9.11,138.77192823,-46.36779069,0.7991724599878496,-1.0162012948979169
138.7730923470,+53.4894653740, 45397, 8.36,138.77330306,53.48975427,0.7313403941555869,1.2182898938241529
138.7732886838,-03.7824231931, 45398, 8.98,138.77335472,-3.78241945,1.0339811271988035,-0.07092751706664063
138.7760820580,-43.4326140542, 45399, 8.67,138.77609558,-43.43260195,0.8292307164833925,-0.9506524527098524
138.7826396847,-53.3195860039, 45400, 7.80,138.78268843,-53.31958824,0.7185065904754553,-1.1717193185931896
138.7837681658,+44.0499129417, 45401, 9.00,138.78365383,44.05059148,0.8374799459415683,1.0018360989436248
138.7865015306,+55.4418987794, 45402, 8.89,138.7857165,55.4418824,0.7060990602990965,1.263279834039025
138.7881419653,+37.0601992725, 45403, 7.91,138.78814294,37.06018571,0.8995791760955124,0.8424623661971417
138.7883353421,+02.0836431978, 45404, 7.61,138.78835227,2.08363367,1.036483839994492,0.058913668443574416
138.7884894113,+38.3349085746, 45405, 8.56,138.78856886,38.33490121,0.8892508005486609,0.8714605804786298
138.7891753763,+23.3755493671, 45406, 8.05,138.78951036,23.37592693,0.985353285609784,0.5333396629272966
138.7980681327,-10.1114676407, 45407, 9.63,138.79805922,-10.11140729,1.024440772946352,-0.2109306753612261
138.8025485253,-17.9625143887, 45408, 8.81,138.80260231,-17.96258942,1.0006963501698365,-0.38462917134179814
138.8052436022,+09.7594494760, 45409, 9.12,138.80524888,9.75947891,1.0292471571943773,0.2292693312660287
138.8077199767,+14.9415067312, 45410, 5.36,138.80781962,14.9415367,1.017352280783877,0.344676528703104
138.8088259870,-19.5960684281, 45411, 7.46,138.80885705,-19.59608656,0.9942551829879509,-0.42081921775050596
138.8093607574,+34.6335160540, 45412, 5.98,138.80982607,34.63339985,0.9185072123028241,0.7874855946443243
138.8109778280,-45.5554983211, 45413, 6.25,138.81100525,-45.55549346,0.808320372759007,-0.9983325163711516
138.8133854191,-30.1055753143, 45414,10.04,138.81394011,-30.10605168,0.938220418925713,-0.6539719442361903
138.8168737859,-41.2306386764, 45415, 9.74,138.81689754,-41.23064485,0.8508931526489638,-0.9017758648974743
138.8202797659,-66.2361166122, 45416, 9.65,138.82031487,-66.23613139,0.5277855830344548,-1.4598500690929779
138.8227333660,+67.1387511002, 45417, 7.27,138.8230931,67.13886242,0.5258761066181951,1.5321934713585754
138.8234959207,-58.3883768991, 45418, 6.02,138.82357591,-58.38837967,0.650734389531123,-1.2852857322173923
138.8243036128,-79.3324356192, 45419, 8.97,138.82409878,-79.33240847,0.26928385851867354,-1.7453797640131667
138.8300488374,+05.5153377071, 45420, 9.02,138.83001912,5.51545328,1.0354752327494665,0.1350312337729293
138.8392753645,+84.1810132942, 45421, 6.30,138.83848952,84.18098826,0.1592418935172127,1.9129680932413682
138.8431650423,-08.4827218353, 45422, 6.96,138.8431314,-8.48269262,1.028793672321502,-0.17499776670042327
138.8454091669,+23.7699765244, 45423, 9.42,138.84541578,23.77000783,0.9846454568427175,0.5424320956786087
138.8539512023,-15.0249080637, 45424, 6.32,138.85397891,-15.02486672,1.012205254273848,-0.31977956675990243
138.8615470502,+22.8080518561, 45425, 8.03,138.86157848,22.80808987,0.9894593995838319,0.5208965066092884
138.8620739615,-34.3563986117, 45426, 8.32,138.86211044,-34.35644557,0.9092825383844744,-0.7488125389445771
138.8646053391,+01.6109394219, 45427, 8.62,138.86462377,1.61097904,1.0382535484191937,0.0484522274195818
138.8672192107,+00.9980588665, 45428, 8.86,138.86729085,0.99801937,1.038350136938244,0.03486623313000415
138.8808721084,-56.2609939933, 45429, 7.60,138.88097416,-56.26105116,0.6811237703708488,-1.238211283288636
138.8861673646,+27.9147739718, 45430, 8.56,138.88611194,27.91484701,0.9637559497952947,0.6359325391111034
138.8882007400,+29.7925177967, 45432,10.05,138.88819287,29.79253238,0.9526428340553295,0.6783341943557245
138.8882371128,+33.1017518662, 45431, 9.44,138.8882475,33.10178446,0.9309303601633,0.7532220675029696
138.8888390402,+27.9221730907, 45433,10.21,138.88876862,27.92217924,0.9637669571940274,0.6361113618811777
138.8899764882,-54.9661883964, 45434, 8.65,138.89003877,-54.96621382,0.6986106077390202,-1.2093445586603122
138.8928403068,-72.1880252912, 45435, 8.82,138.89287352,-72.18812351,0.4196930854863413,-1.5913505263233159
138.8940725091,-33.3239627308, 45436, 6.84,138.89410375,-33.32389871,0.9175263982159501,-0.7260191241305677
138.8946400030,-57.5777419678, 45437, 6.32,138.89470968,-57.57776219,0.6630695140213049,-1.267723899030428
138.9000155139,+35.9812953231, 45438, 8.32,138.90012845,35.98132991,0.9100576917968568,0.8186442427901571
138.9029525260,-38.5699423412, 45439, 4.92,138.90317393,-38.56991789,0.8760862476761154,-0.8429916703383264
138.9052911480,-23.4928717458, 45440, 7.56,138.90538115,-23.49292585,0.9782390354600397,-0.507607730573431
138.9072227958,-39.2594775597, 45441,10.10,138.90723237,-39.2594884,0.8701771824905058,-0.8584045470761632
138.9077659322,-10.4882117022, 45442, 9.94,138.90780301,-10.48818098,1.025972875145238,-0.2195123204566515
138.9147921505,+48.2296986607, 45443, 8.28,138.91477263,48.22965931,0.7958787292545849,1.098521616658585
138.9166969286,+05.1274055699, 45444, 9.23,138.91669871,5.12741624,1.0377290399208794,0.1264921703720148
138.9209162754,-13.1313271051, 45445, 7.42,138.92092249,-13.13126481,1.0194196837029148,-0.27805849671101734
138.9211518575,-63.9748195289, 45446, 8.96,138.92124121,-63.97481914,0.5664438042032492,-1.4104129592601349
138.9324776091,+45.2937219583, 45447, 9.78,138.93256523,45.2937905,0.8274368976286339,1.031350120584789
138.9378317923,-37.4131440858, 45448, 4.63,138.93778941,-37.41312644,0.886459598172615,-0.8174185994428641
138.9385032256,-53.4830362421, 45449, 8.44,138.93851503,-53.48302844,0.7185060197276079,-1.1765548895067035
138.9427943752,+44.2566342854, 45450, 9.43,138.94279502,44.2566469,0.8380561020977146,1.0076784532924952
138.9497572088,-54.5234777893, 45451, 8.82,138.94980403,-54.52349614,0.7052042318544395,-1.199902333233257
138.9500034602,+54.2975697757, 45452, 9.89,138.94996785,54.29765205,0.7233508867299638,1.238206595654387
138.9564108000,+10.3739511108, 45453, 7.96,138.95650818,10.37395709,1.0314317136591151,0.24321722037626217
138.9572071847,+17.4942451506, 45454, 8.64,138.95719378,17.49428472,1.012584543254307,0.40215553590342606
138.9574252537,+56.7414065893, 45455, 5.28,138.95753521,56.74147744,0.6906425148644479,1.2944779939268867
138.9618510302,+18.7945095294, 45456, 8.42,138.96191021,18.79448046,1.00807937160136,0.4312787497300415
138.9625218271,-11.6400360347, 45457, 9.05,138.96248639,-11.64000575,1.024355471110651,-0.24514588017488312
138.9641614698,-37.6292842348, 45459, 7.06,138.96429497,-37.62931153,0.8851276674096984,-0.8224158337243521
138.9644807378,-35.4356593868, 45458, 8.78,138.9644998,-35.43566855,0.9028717879733208,-0.773501149908167
138.9660139887,+41.6661764251, 45460, 9.56,138.96594332,41.66622088,0.8632335613312838,0.9486098613801002
138.9690841809,+72.9463261477, 45461, 5.93,138.9697913,72.94646226,0.4170451968085074,1.6651646754958638
138.9708824681,+15.0086493129, 45462, 7.80,138.97095718,15.00868949,1.0206782597349042,0.3466263070830397
138.9708929765,-28.2025735478, 45463, 7.97,138.97106706,-28.2027091,0.9532887517045803,-0.6125322213421919
138.9744818576,+02.5545732828, 45464, 8.63,138.97447923,2.55458038,1.040482952882037,0.06940640295303664
138.9773948767,+56.0646520258, 45465, 8.70,138.97752092,56.06472188,0.7001872192834765,1.2790620873744085
138.9775926209,-51.3432969393, 45466, 8.92,138.97758694,-51.34330654,0.7456600885648046,-1.1289991506021166
138.9782812412,-49.9734930561, 45467, 7.47,138.97829889,-49.97350482,0.7619961762735459,-1.098364948493661
138.9803641053,+42.4328343974, 45468, 7.63,138.98041123,42.43286738,0.8563338363326745,0.9662286360659658
138.9808359120,-84.6479266673, 45469, 8.40,138.98120463,-84.6479754,0.14266327862665124,-1.8574297818685959
138.9817937709,-48.5707383094, 45470, 9.74,138.98182874,-48.57074949,0.7781945523636328,-1.0670142739473372
138.9846942848,+06.5408409187, 45471, 7.78,138.98472719,6.5408512,1.0378519635802828,0.15796471940446732
138.9951005002,-27.1958607058, 45472, 7.74,138.995045,-27.19585006,0.9598002371033656,-0.5902781412821587
138.9970854894,+21.2802832682, 45473, 8.67,138.99709934,21.28029948,0.9989876281592437,0.4871490162156753
138.9984069569,+14.8843852329, 45474, 8.64,138.99845713,14.88452691,1.0216272177259016,0.34392846878240324
139.0004048778,+40.3874056183, 45475, 9.20,139.00060502,40.38744599,0.8753930681816307,0.9196473914637865
139.0038851789,+47.6925703302, 45476, 8.58,139.00409873,47.69270282,0.8031682633677129,1.086861382617464
139.0053382130,-55.5582642902, 45478, 8.13,139.00545747,-55.5583427,0.6921904790677883,-1.2234542197148475
139.0056530209,-57.0256303583, 45477, 8.70,139.00572684,-57.0257129,0.6721286837059092,-1.2562355682739959
139.0111125028,-58.2053867908, 45479, 9.72,139.01117049,-58.20541902,0.6555513459171552,-1.2826123098846864
139.0135993757,+58.7143751371, 45480, 9.10,139.01367239,58.71436646,0.6633315440334839,1.34028040651694
139.0167888192,-44.8987233783, 45481, 6.02,139.016808,-44.89873417,0.8183545003265752,-0.985150913574003
139.0184788271,+20.0731644393, 45483, 8.73,139.01843556,20.07319329,1.0043832342607077,0.4601441960842866
139.0183477497,-08.3503576979, 45482, 7.26,139.01845471,-8.3503585,1.0328846027167304,-0.1723967891011015
139.0221735576,+33.9077642813, 45484, 9.50,139.02239004,33.90796016,0.9277609274600995,0.7722992627562345
139.0312442846,+50.6797792358, 45485, 8.47,139.03134693,50.67983684,0.7694933143209837,1.1556506981313122
139.0314069838,-43.6736862490, 45486, 8.33,139.03144163,-43.67370669,0.8309821550689312,-0.9578691419641776
139.0317407989,-28.8863336514, 45487, 7.36,139.0318062,-28.8863547,0.95024065072773,-0.6280658222571716
139.0320113675,+14.1258781350, 45488, 8.36,139.03194322,14.12649151,1.0244524388007232,0.3270837930520423
139.0347679365,-04.8668923369, 45489, 8.52,139.03480138,-4.86690308,1.0385936248928076,-0.09522081922374244
139.0373790004,+26.4678385044, 45490, 8.55,139.03748614,26.46775431,0.9748435926504715,0.6040430679012811
139.0418848524,-21.1972798289, 45491, 7.73,139.0421755,-21.1973176,0.9920860444855073,-0.45727676079343405
139.0438560099,+40.8089320406, 45492, 8.03,139.04397733,40.80900469,0.8723784483608914,0.9295656616431369
139.0467798628,+23.4027197532, 45494, 7.60,139.04698403,23.40288717,0.9905376474496983,0.5350536899381736
139.0471984660,+54.0218573927, 45493, 4.80,139.04699516,54.02171207,0.7282403256038906,1.2325978138276545
139.0477375982,+15.1211005307, 45495, 8.56,139.04775774,15.12114693,1.022010628530381,0.3493536970753111
139.0503010153,-57.5414735392, 45496, 4.34,139.05042678,-57.54143764,0.6654457121088938,-1.2680887338911153
139.0573897376,+48.9530543329, 45497, 7.91,139.05744237,48.95316801,0.7899282907573857,1.1161863967011558
139.0681321240,-09.0784589979, 45498, 9.14,139.06815915,-9.07849305,1.0325434992468059,-0.18863036825077337
139.0708922486,-76.2777594850, 45499, 9.22,139.07028803,-76.27769126,0.3374225523866601,-1.6810803469331683
139.0710676383,-58.3023146125, 45500, 9.77,139.07115229,-58.3023343,0.654866818244054,-1.2852271475166657
139.0768736147,+68.2280464065, 45501, 9.93,139.07710408,68.22811174,0.5085195945458553,1.558789627594955
139.0783199869,-23.1300147529, 45502, 8.16,139.07832374,-23.12999893,0.9835874639870792,-0.5003487932423784
139.0856976144,+73.2176101089, 45503, 8.78,139.08581799,73.21763597,0.4122985083469049,1.6719662194393092
139.0869244935,-01.2336913554, 45504, 8.94,139.08699344,-1.23370222,1.0427194319105575,-0.014678607344034424
139.0959804990,-44.2657345936, 45505, 5.12,139.09598912,-44.26574592,0.8260760570193849,-0.9715725691205676
139.1074216737,-19.4589292082, 45506, 7.28,139.10740051,-19.45890167,1.0010697614140986,-0.4189596042771346
139.1076789822,-11.9236193569, 45507, 8.55,139.10773341,-11.9236301,1.0267717841080417,-0.2517996211133342
139.1091536914,-55.6468218742, 45508, 8.22,139.1091754,-55.64681677,0.6923080789965324,-1.2262203380451508
139.1132033409,-38.6601422618, 45509, 8.52,139.1132782,-38.66021705,0.8789721129447895,-0.8464222069142053
139.1129475713,+18.8102546812, 45510, 7.03,139.11337748,18.81028589,1.0112345865915087,0.432162475544929
139.1147651899,-13.8341132415, 45511, 6.82,139.11490359,-13.83416387,1.0215336599433564,-0.29418948784733084
139.1192896381,-54.7046052868, 45513, 7.96,139.11929843,-54.7046232,0.7050168431125475,-1.2052414910675686
139.1192893328,-25.3030371965, 45512, 8.95,139.11948898,-25.30299403,0.9730399529453678,-0.5488347643047018
139.1308581902,-30.1310186622, 45514, 8.70,139.13109046,-30.13090727,0.9441605601133908,-0.6563221492890969
139.1427731898,+46.1807075431, 45515, 9.68,139.14290483,46.18072463,0.8215911569333608,1.0532003407778843
139.1436865277,-67.1310612065, 45516, 8.99,139.14373775,-67.13107771,0.5151229323566444,-1.4818517761994034
139.1502638747,+32.1770117890, 45517, 8.82,139.15056169,32.17694789,0.942298570292624,0.7337719637874655
139.1646570685,-53.9507241901, 45518, 8.60,139.16470374,-53.95073977,0.7154784994746249,-1.1887352426378957
139.1653131691,+20.6232392267, 45519, 8.70,139.16533301,20.62324156,1.0052547119615167,0.4730480597292514
139.1654583623,-44.4345989315, 45520, 8.73,139.16549298,-44.43460931,0.8254714657760401,-0.9758542697046704
139.1665755771,+00.7290380710, 45521, 6.73,139.16679539,0.72907888,1.0449886461130546,0.028889579085495075
139.1669602484,-49.5787037865, 45522, 6.96,139.16699436,-49.57871504,0.7693356436534152,-1.090956773332549
139.1672378451,-54.6558898491, 45523, 7.93,139.16734633,-54.65590837,0.7062809457563254,-1.2045193876658478
139.1679514714,+55.9969419565, 45524, 8.51,139.16799941,55.99698996,0.7035589532577684,1.278955312622616
139.1727250904,-60.6093795630, 45525, 9.69,139.17219407,-60.60917688,0.6219557461516897,-1.3374064952172486
139.1723641613,-08.7447594814, 45526, 5.49,139.17240336,-8.74475953,1.0354977746685625,-0.18143595356812545
139.1739019026,-06.3531444915, 45527, 5.24,139.17384091,-6.35315487,1.0396759911184434,-0.12837034528635602
139.1743567705,-16.8369899735, 45528, 8.54,139.17437188,-16.83698222,1.0127849612657904,-0.36100941774022915
139.1782363322,-35.7673629357, 45529, 9.10,139.17819098,-35.76714071,0.9041349215092955,-0.782263597362389
139.1785349966,-06.7157781732, 45530, 8.39,139.17857249,-6.71571126,1.0392265686004993,-0.13642326969376334
139.1810593194,-56.7500886034, 45531, 7.70,139.18117103,-56.75011935,0.6780986714188182,-1.251413267898548
139.1933164210,-84.6603012027, 45532, 7.14,139.19406862,-84.66033929,0.14275838236608007,-1.8581857404758764
139.2011627993,-49.3013561013, 45533,10.22,139.20196292,-49.30163117,0.7730642126999145,-1.0850209820186598
139.2054705849,-42.8695155193, 45534, 9.85,139.20548259,-42.86952337,0.8417500510880127,-0.941138463751913
139.2102022351,-21.9544992081, 45535, 8.14,139.21023874,-21.95451034,0.992026415011039,-0.4748237065343347
139.2130294822,+37.0384090941, 45536, 8.59,139.21312016,37.03845474,0.9074722947728964,0.844677051254034
139.2186446720,-04.2035689551, 45537, 9.49,139.21871218,-4.20356091,1.043403996340915,-0.08070825340282436
139.2223882451,+12.4389530382, 45538,10.98,139.22235213,12.438978,1.032850516071896,0.28984521721616874
139.2275482785,+35.1491174033, 45539, 8.64,139.22763921,35.14914657,0.922456310326806,0.8017519374028517
139.2288893561,+18.1290474285, 45540, 8.04,139.22893066,18.12907555,1.016169381061441,0.41728025150832654
139.2316949716,-63.7751367346, 45541, 7.42,139.23175729,-63.77515562,0.5727326728145529,-1.4082107517466198
139.2332713424,-40.1165797322, 45542, 7.11,139.23338681,-40.11664176,0.8681458439648068,-0.879784219766787
139.2377041511,-11.1031115560, 45543, 6.45,139.23772305,-11.10294324,1.0316870970414682,-0.23391498813905284
139.2378176409,-39.4015388629, 45544, 5.31,139.23791125,-39.40145479,0.8746374109293501,-0.863830347204039
139.2415898782,-45.0119687448, 45545, 6.75,139.2416486,-45.01197504,0.8207436685535758,-0.9893271757790502
139.2420703134,-77.1965542499, 45546, 9.50,139.24208852,-77.19645467,0.31848211414468514,-1.7016488231474058
139.2493973982,-09.6216755383, 45547, 7.53,139.24942067,-9.62159358,1.0353703710501716,-0.20105447161855797
139.2517248701,-51.4388670579, 45548, 7.60,139.25178753,-51.43886261,0.7483238122285295,-1.1332206081567
139.2543636803,+30.3746361179, 45549, 8.21,139.25435906,30.37463517,0.956165660065161,0.6934919070151545
139.2558511209,+77.0741923332, 45550, 6.98,139.25583743,77.07416567,0.3310481365113354,1.759166698725043
139.2566400655,-41.3196430437, 45551, 7.85,139.25673382,-41.3196717,0.8574490605227375,-0.9068436592731893
139.2604996065,-15.5074518450, 45552, 7.95,139.26054226,-15.50748072,1.0193022539260104,-0.3317797907218034
139.2651955842,+40.6722899676, 45553, 9.97,139.26528118,40.67229286,0.877440386084087,0.9279524024779079
139.2666744679,+03.0249052326, 45554,10.87,139.26655574,3.02560375,1.0467964323384735,0.07998174530424175
139.2679352447,+43.0852001869, 45555, 8.24,139.26790496,43.08521618,0.8549287309640891,0.9831698047844654
139.2725278093,-59.2752292854, 45556, 2.21,139.27261834,-59.27526115,0.6430353951301674,-1.3084431938256071
139.2812513325,+51.3221768720, 45557, 9.04,139.28148181,51.32219865,0.7653935914782095,1.1723059927639463
139.2820495262,+46.9300654344, 45558,10.66,139.28203593,46.93005124,0.8157883605654787,1.0714115097428438
139.2821737888,-14.5740689035, 45559, 5.83,139.28221716,-14.57405765,1.0228358866230263,-0.3111158652155828
139.2897319526,+40.5944484146, 45560, 9.12,139.28972968,40.59445155,0.8785655821427872,0.9263402929653967
139.2929716627,-42.4294323726, 45561, 9.94,139.2929958,-42.42943964,0.8474732773508826,-0.9319216524109344
139.2955966702,-47.7354612700, 45562, 7.74,139.29557636,-47.73546652,0.7922602608240378,-1.0506763592133053
139.2998603825,+02.6786793039, 45564, 7.77,139.29999236,2.67868504,1.047670647540346,0.07227169681668964
139.3002174615,+79.2811039330, 45563, 8.17,139.30001778,79.28108969,0.2809019945326999,1.808091377747839
139.3011069443,+01.9296354317, 45565, 6.82,139.30119785,1.92963864,1.0478963857939698,0.05559827055419762
139.3069703276,-67.6764587314, 45566, 6.79,139.30677164,-67.67645336,0.5068632903749711,-1.4949832910025191
139.3120523278,-53.0809195154, 45567,12.56,139.31201494,-53.08093913,0.7286302555815555,-1.170412830036245
139.3122036605,-46.2750479358, 45568, 9.45,139.3122121,-46.27505479,0.8085086251221848,-1.0181138762043944
139.3166713741,+27.9118145401, 45569, 9.20,139.31668928,27.91184412,0.9723688168935768,0.6380544315241716
139.3196855035,-53.0848701676, 45570,10.70,139.31968,-53.08487131,0.7286830539735629,-1.1705595132137117
139.3217718127,-68.6896416677, 45571, 5.38,139.32250201,-68.68957252,0.4887422533055396,-1.517376754487379
139.3246913626,+33.5007753757, 45572, 6.85,139.32476668,33.5009819,0.9363941245620846,0.7648584526798431
139.3278743438,+31.0559438836, 45573,10.14,139.32784129,31.05595521,0.9531981227603525,0.709348958915066
139.3300593281,+23.6527152801, 45574, 7.32,139.33018152,23.65287786,0.9951962752417816,0.5419196170682259
139.3313316770,+52.9121587712, 45575, 8.37,139.33145227,52.91228849,0.7463549825770348,1.2092522182781051
139.3340701406,-66.5107716188, 45576, 9.52,139.33392525,-66.51073973,0.5276053100198816,-1.4694675024726265
139.3370712037,+52.6804177249, 45577, 8.70,139.33708279,52.68043277,0.7493650715480402,1.203962720989082
139.3408396530,+13.0815396154, 45578, 8.44,139.34083324,13.08156798,1.0338771079017377,0.304498216972346
139.3422343100,+16.5511522526, 45579, 8.90,139.34219658,16.55124527,1.0239631217759106,0.38224953810466133
139.3478523674,-58.7298652171, 45580, 7.95,139.34787386,-58.72987754,0.6519016269845994,-1.2968547444678815
139.3548948541,-74.8943128268, 45581, 5.28,139.35504716,-74.89439024,0.3680636082151761,-1.6527648682090312
139.3584089003,-70.3889706166, 45582, 8.64,139.35849428,-70.38900445,0.4574777375555552,-1.5548734386040235
139.3621898746,-73.0357180709, 45583, 8.11,139.36231841,-73.03576938,0.40602056600595143,-1.6125845351148498
139.3632549534,+31.3010288940, 45584, 7.84,139.36326252,31.30105546,0.9522727790886982,0.7151102766620191
139.3648735293,-74.7345907586, 45585, 5.86,139.36514198,-74.73467629,0.3714371394489512,-1.6493739674060552
139.3669722324,+79.8103969805, 45586, 9.96,139.36716678,79.8104348,0.26872264940554996,1.8199779012530684
139.3681059466,-66.5576602893, 45587, 8.78,139.36798907,-66.55763664,0.5270890787290569,-1.4707383105631866
139.3716777136,-11.9619678750, 45588, 7.07,139.37175846,-11.9618655,1.032405496850093,-0.25333032150797896
139.3782466702,+08.3757040778, 45589, 7.66,139.37823532,8.3757838,1.0441291585916999,0.19936617647452815
139.3798457300,+69.8735188149, 45591, 7.09,139.37983019,69.87352686,0.4803209548091547,1.5982095434955244
139.3799067651,+46.8172281079, 45590, 5.96,139.37985665,46.81719916,0.818542137236193,1.0695435282581485
139.3872129781,+00.5548814147, 45592, 6.96,139.38717049,0.55494213,1.0498775554277835,0.025000138857514554
139.3770152773,+77.2446998188, 45593,10.12,139.38876461,77.24470229,0.327894308981276,1.7636061655404351
139.3922562549,-63.3873623566, 45594, 8.32,139.39240997,-63.38746794,0.5806289078992299,-1.4007758802289183
139.3995741645,+27.4221837280, 45595, 6.77,139.39952693,27.42219486,0.976839527954534,0.6273957589569257
139.4001804255,-07.4628995537, 45596, 8.85,139.40018876,-7.46289496,1.0428818450301096,-0.1533825112205475
139.4088489837,+16.7050409467, 45597, 8.37,139.40886289,16.70504678,1.0248956419977733,0.3859090530897497
139.4138474273,+01.6158725517, 45598, 8.82,139.41389083,1.61590901,1.0504540193598288,0.048630006202968215
139.4158364506,-28.3466284150, 45599, 9.75,139.41587227,-28.34668179,0.9611229248375728,-0.6181534662419729
139.4161708645,+63.4028208400, 45600,10.62,139.41620018,63.40285934,0.5952472582509805,1.4509286531007852
139.4178921257,-29.4159399457, 45601, 8.65,139.41795753,-29.41595222,0.9543771937808962,-0.6420127534711833
139.4224624550,+39.1973898667, 45602, 7.97,139.4224628,39.19746745,0.8932220703323078,0.8953136331778139
139.4261916262,-54.4948287265, 45603, 6.33,139.42628604,-54.49485748,0.7117648393970445,-1.2029037137277887
139.4351675695,-48.3471715794, 45604, 9.20,139.43522974,-48.34720201,0.7874582766072955,-1.0654218859433215
139.4381385986,-66.6908779915, 45605, 8.47,139.43828215,-66.69091987,0.525379220790786,-1.4741647110918332
139.4402091511,+23.0788183925, 45606, 6.97,139.44030318,23.07883983,1.0002023192184168,0.5294526954501388
139.4441623134,-35.6898861372, 45607, 7.70,139.44426083,-35.68994379,0.9095737717396595,-0.7822598799135506
139.4489154054,+08.8566448460, 45608, 9.53,139.44897614,8.85666203,1.044938771551869,0.21021955560286648
139.4524425306,+13.6594744704, 45609, 8.91,139.45255669,13.65947571,1.0348309229178783,0.31772062797473277
139.4539955796,+57.4806148115, 45610, 7.64,139.45419248,57.48060927,0.6864585524887087,1.3152662703096294
139.4574747520,+21.7815839154, 45611, 8.39,139.45749789,21.78159828,1.0064578174021275,0.5002732383920088
139.4614651431,+26.0125291701, 45612, 8.89,139.46153135,26.01258325,0.9858857794701104,0.595813175330944
139.4618071090,+07.9460715718, 45613, 7.08,139.46183808,7.94607111,1.0466102137922084,0.18988886502724275
139.4639796134,+11.5011457900, 45614, 6.40,139.46401667,11.50115104,1.0402604771794528,0.26940208596928694
139.4652346354,-67.0508683433, 45615, 6.14,139.46527559,-67.05089926,0.5192929111118416,-1.4822849902066584
139.4700560265,+65.4616284616, 45616, 9.08,139.47017571,65.46167892,0.5611148772931172,1.4984122656983854
139.4727338163,+28.5605169613, 45617, 7.20,139.47259606,28.56175076,0.9716569027126889,0.6535790291354855
139.4730304934,-78.4283731246, 45619, 8.29,139.47278234,-78.42833059,0.292295464622117,-1.7289733980202138
139.4729208500,+37.4928794962, 45618,10.19,139.47294309,37.49291559,0.9084971215986238,0.8567204867705932
139.4791494908,-69.8046769221, 45620, 8.16,139.47917885,-69.80468837,0.4693689788673334,-1.5428593484561544
139.4807694294,-03.3872504021, 45621, 7.78,139.4807061,-3.38709035,1.0500137528924618,-0.06280929168889383
139.4817710532,-69.8019315912, 45622, 8.51,139.48185926,-69.80195281,0.46944043751185105,-1.5428167884977562
139.4847288260,-37.3978872982, 45623, 7.07,139.48517404,-37.39798824,0.8962972036678872,-0.8207161458939974
139.4953984037,-61.8270198385, 45624, 9.03,139.49543897,-61.82703746,0.6066087833634971,-1.3668970445593038
139.4988725462,-45.6362769872, 45625, 7.21,139.49890331,-45.63627689,0.8182387823665329,-1.0052001366492258
139.5026655855,-31.4042066925, 45626, 8.50,139.50266251,-31.40420538,0.9426613688036165,-0.6868784019498108
139.5027060622,+41.2878910334, 45627,10.51,139.5031628,41.28836701,0.875924198360393,0.943683706746077
139.5055239600,+57.9054270836, 45628, 7.57,139.50570461,57.90557999,0.68099369968446,1.3254311331900912
139.5167864162,+72.1901553428, 45629, 8.39,139.51700781,72.19021827,0.43599128911013413,1.651423619522208
139.5188118148,+58.0532365692, 45630, 8.64,139.51877006,58.05328309,0.679017054409683,1.3289264426146257
139.5244620650,-51.0508591448, 45631, 5.26,139.52454326,-51.05089519,0.7568850923479621,-1.1266255187114511
139.5259399401,+60.0600382704, 45632, 8.56,139.52594968,60.05995901,0.6493047817780531,1.3750826983636277
139.5268654205,-44.7602461535, 45633, 9.23,139.52687367,-44.7602349,0.8278800976491911,-0.9857897079770557
139.5319465292,+08.2391312825, 45634, 8.00,139.53197433,8.23916322,1.0477341693509445,0.19654185861914306
139.5323200471,+00.0239722669, 45635, 8.34,139.53256337,0.02404251,1.0530394987949931,0.013151413228690186
139.5361162566,-27.2841319587, 45636, 8.47,139.53601701,-27.28398474,0.9699873625157214,-0.5950991722828542
139.5369987451,-57.7688768529, 45637, 9.52,139.53738985,-57.7700241,0.6680095149626653,-1.2768932021951203
139.5372677149,-22.6755539155, 45638, 8.10,139.53754209,-22.67556794,0.9952619103877858,-0.49234402015875584
139.5401362022,-61.6788649986, 45639, 8.48,139.54016894,-61.67888245,0.609404605877385,-1.3639380369935643
139.5430071127,-18.2476765646, 45640, 7.49,139.54300678,-18.2477007,1.0152028508072433,-0.3937209865075561
139.5458755371,-57.9663255664, 45641, 9.45,139.54594693,-57.96636149,0.6652895028141831,-1.281337411634755
139.5463209645,-58.1029346995, 45642, 9.37,139.54641977,-58.10298421,0.66332391028734,-1.2843876048371905
139.5526052211,-00.6077594654, 45643, 8.32,139.55262525,-0.60777383,1.0533194675662079,-0.0009381753766097062
139.5571145141,-00.6007232393, 45644,10.02,139.55709993,-0.60073459,1.0534215276332526,-0.0007827251727175515
