deg	deg	HIP	mag	mas	mag	sptype
052.1771653883	+43.8481846632	 16200	 9.40	   5.71	 0.479	F2
052.1793090718	+04.3571083858	 16201	 7.68	   6.59	 0.185	A0
052.1805521883	-33.2075045698	 16202	 9.11	   1.61	 0.525	F6V
052.1943808952	+30.3753431061	 16203	 7.06	   1.60	 0.305	B3III
052.1954495829	-59.9766968179	 16204	 9.34	   1.59	 1.490	M3III
052.2006866580	+20.6240790194	 16205	 7.33	   4.12	-0.067	A0
052.2042360154	+35.8074703223	 16206	 7.14	   8.10	 1.160	G5
052.2043408388	-10.1700156339	 16207	 8.30	  14.72	 0.550	G5
052.2061878169	-83.3848053569	 16208	 9.66	   4.92	 0.456	F2/F3V
052.2180305792	+49.8483837293	 16210	 5.58	   5.89	-0.054	B6Vn
052.2214160238	+37.3824452802	 16209	11.10	  39.19	 1.314	K4:
052.2235590720	+49.0703238458	 16211	 7.47	   5.86	 0.117	A1V
052.2254639778	+69.2828252948	 16213	 7.35	  14.52	 0.505	F5
052.2255944404	-19.9797698103	 16212	10.10	   4.37	 0.550	F8
052.2270222788	-00.4175325160	 16214	 8.70	   4.27	 0.786	G0
052.2278652651	-33.6552978695	 16215	 7.16	   4.70	 1.274	G8/K0III
              	              	 16216	11.41	       	      	
052.2362574165	+26.3086319308	 16217	 8.39	   8.20	 0.330	F0
              	              	 16218	10.23	       	      	
052.2379144679	+05.1418705428	 16219	 9.12	   5.27	 0.523	F5
052.2384567862	+40.1864686407	 16220	 7.32	   4.85	 0.722	G5
052.2437998018	+14.9967874287	 16221	 7.38	   4.16	 0.036	A0
052.2441810387	-63.9617456418	 16222	 8.15	   1.76	 1.280	K1p...
052.2486699437	+60.8819425142	 16223	 9.65	   2.32	 0.240	A2V
052.2542980530	+11.7385024828	 16224	 9.45	   6.85	 0.441	F8
052.2554611031	-24.8955531307	 16225	 8.64	  11.42	 0.501	F5V
052.2658465016	+03.2487042701	 16226	 6.41	   7.16	 0.790	G5
052.2668774501	+01.6687638521	 16227	11.81	  21.20	 1.395	M0V:
052.2672228611	+59.9403301135	 16228	 4.21	   0.76	 0.419	B9Ia
052.2697641928	-05.6652589314	 16229	 9.66	   6.71	 0.650	G0
052.2730324436	+54.5412645011	 16230	 8.89	   2.60	 0.370	A2
052.2852663824	-09.3288410574	 16231	 9.71	   7.35	 0.464	F8
052.2972317736	-38.0116645910	 16232	 8.76	   2.65	 0.903	G8III
052.2980887138	+77.1562316570	 16233	 8.53	   9.26	 0.524	F2
052.3002466698	-12.0861425650	 16234	 8.80	   6.69	 0.408	F3V
052.3072874861	+45.0493205721	 16235	 7.13	   1.38	 0.280	G8III...
052.3125035613	-34.3528740897	 16236	 8.73	   3.39	 1.084	K1III
052.3224026156	-21.3711858175	 16237	 8.22	   2.57	 1.352	K2/K3III
052.3251750562	-10.5548040946	 16238	 7.51	  12.45	 0.428	F5
052.3267659206	-31.6711734844	 16239	 8.73	   2.66	 1.088	G8III
052.3277049293	+01.9754049903	 16240	10.42	  14.58	 0.821	
052.3316143037	+16.1983585067	 16241	 8.33	   8.91	 0.465	F0
052.3324821901	-11.6783670833	 16242	 9.95	  46.16	 1.403	M0V
052.3324006313	+31.4158460110	 16243	10.47	   2.56	 0.480	B8:p
052.3418759088	+49.5089482664	 16244	 4.67	   5.84	-0.096	B3V
052.3444898993	-62.9375274806	 16245	 4.71	  46.65	 0.410	F5IV-V
052.3423896622	+15.2325470689	 16246	 9.24	   7.59	 0.463	F2
052.3453095271	-24.1008546940	 16247	 9.15	  31.55	 1.020	K4V
052.3535922028	-05.5547259317	 16248	 9.60	   2.01	 1.018	G5
052.3538402831	+69.4597116422	 16249	 7.84	   6.24	 0.089	A0
052.3553657451	+10.9003866083	 16250	10.74	   3.60	 0.584	F8
052.3569247510	-19.5543703929	 16251	 7.28	   2.49	 1.190	G8/K0III
052.3595139857	+46.9378682118	 16252	 6.21	   5.66	 0.131	B7V
052.3603182469	-42.4690402497	 16253	 7.69	   6.56	 0.257	A8/A9III
052.3647995827	-39.1322314640	 16254	 9.57	   4.09	 0.795	K0
052.3674304859	+09.6908026414	 16255	10.53	   8.74	 0.744	G5
052.3776354482	-54.7820702839	 16256	 9.00	   2.70	 1.311	M...
052.3832286829	-38.4166379319	 16257	 9.30	   1.09	 1.122	M...
052.3839692631	+43.2307132964	 16258	 8.92	   6.90	 0.380	F2
052.3869985091	-16.9988450606	 16259	 8.64	   5.52	 0.526	F5IV/V
052.3902617885	+03.3649829415	 16260	10.42	   1.75	 0.508	F5
052.3960416797	-23.4757221210	 16261	 6.88	   9.12	 0.442	F3IV/V
052.3996605141	+00.2638755358	 16262	11.23	   3.24	 0.518	F5
052.4001132924	-12.6747368587	 16263	 5.57	   7.76	 0.171	A5III/IV
052.4005767471	-28.5667908850	 16264	 8.94	  -0.31	 1.251	K2III
052.4111683630	-21.4208229958	 16265	 8.45	   3.88	 0.319	A9V
052.4132685214	+84.0466485687	 16267	 9.06	   0.58	 1.472	M2
052.4130743486	-06.8044578441	 16266	 6.01	   8.72	 1.020	G5
052.4273638820	+16.7623348405	 16268	 7.05	   4.81	-0.052	A0p
052.4388193370	+05.8003810799	 16269	 8.52	   5.14	 0.478	F5
052.4402279130	-14.4283990711	 16270	 8.94	  10.84	 1.034	K1III/IV
052.4464156022	+18.7383743446	 16271	 9.01	   8.65	 0.470	F5...
052.4477432187	-47.3927239502	 16272	 8.79	  14.48	 0.670	G3V
052.4543772594	+13.4150063572	 16273	10.65	   2.83	 0.700	F2
052.4544228105	-22.5054753617	 16274	 6.79	  10.03	 1.065	K1III
052.4582842579	+47.9768163925	 16275	 7.67	   5.30	 0.105	A0Vn
052.4635080057	+84.0386937822	 16276	 8.35	  11.75	 0.900	G
052.4661289034	+49.2134371978	 16277	 7.28	   6.10	 0.099	A1IVn
052.4666096707	-32.6382875316	 16278	 8.73	   4.00	 0.406	Fm
052.4704165874	-38.5596199497	 16279	 8.64	   4.10	 0.986	G6/G8III
052.4760785702	+65.0606164540	 16280	 9.78	   0.44	 0.661	A2
052.4779661771	-23.7459169951	 16282	 8.52	   2.02	 1.167	K1III
052.4780992469	+58.8787496692	 16281	 4.55	   1.32	 0.489	A0Ia SB:
052.4795484794	+61.6694169169	 16283	 9.43	   2.93	 0.107	A
052.4796496084	-55.9002117483	 16284	 8.97	   5.29	 0.410	F2IV/V
052.4797820020	-42.6342561341	 16285	 5.76	  16.04	 0.205	A5V
052.4849235731	-19.6202894297	 16286	 9.70	  18.14	 0.800	K0
052.4874696576	+01.2398204074	 16287	10.19	   5.56	 0.580	G0
052.4889400372	-06.9879842679	 16288	 9.03	   6.26	 0.468	F2
052.4914326689	-35.7486280701	 16289	 7.22	   9.49	 0.185	A1m...
052.4953887682	-78.3518499144	 16290	 5.68	  10.63	 0.932	G8III
052.4959874120	-11.1465755518	 16291	 8.34	   8.12	 0.475	F5
052.5007652439	+55.4518083422	 16292	 5.09	  17.07	 0.022	A1V
052.5013450113	-06.2840844690	 16293	 9.70	   4.03	 0.440	F5
052.5155041519	+51.5121415597	 16294	10.56	   7.13	 0.520	
052.5223064658	+24.1904076079	 16295	 8.20	   3.42	 0.399	A0
052.5247966718	+11.3875262228	 16296	 9.00	   5.68	 0.487	F5
052.5256613435	+75.2591356551	 16297	 7.95	   3.19	 0.171	A0
052.5301146016	+63.1252924022	 16298	 9.33	   2.54	 0.369	A
052.5311625241	-04.8548996232	 16299	 8.87	   5.88	 0.294	A3
052.5322028826	-26.3255854456	 16301	 8.74	   3.86	 1.126	K1III
052.5330897957	-74.5941449990	 16300	 7.52	   6.63	 0.145	A3/A4IV/V
052.5450888855	+36.6382929058	 16302	 7.78	   6.05	 0.440	F5
052.5456155736	+59.3659466560	 16303	 6.14	   9.67	 0.095	A2V
052.5481936148	+14.2527235703	 16304	 9.27	   7.74	 0.470	F2
052.5528333223	+24.4868565543	 16305	 9.51	   1.22	 1.081	K0
052.5541931861	+68.4334855703	 16306	 7.99	   4.07	 0.015	B8
052.5544660920	+55.3750446947	 16307	 7.05	   2.21	 1.982	K5Iab:
052.5552916069	-11.6463144416	 16308	 6.77	  13.92	 0.732	G5
052.5559093831	+37.9895161000	 16309	10.88	   1.21	 0.280	A0
052.5565812769	-41.3699375585	 16310	 6.12	  29.33	 0.489	F7V
052.5578364108	+01.0744188987	 16311	 9.39	   5.23	 0.582	G0
052.5590989081	-23.7451118576	 16312	 8.89	   4.97	 0.562	F7V
052.5614746733	-02.9794273712	 16313	 9.44	   7.38	 0.550	F5
052.5638651772	+12.9017938829	 16314	 8.24	   6.14	 1.016	G5
052.5647889075	-40.3675678104	 16315	11.86	  12.86	 1.272	
052.5737984121	+52.8948125824	 16316	 7.28	   5.22	 1.355	K0
052.5778095819	+41.5237021833	 16317	 9.03	   3.36	 0.253	A0
052.5805433427	+48.4993176407	 16318	 8.80	   4.63	 0.273	A7IV
052.5808189423	+71.8638974131	 16319	 6.37	   3.81	 1.772	M2III
052.5904750673	-54.8082054552	 16320	 7.88	   5.45	 0.910	G8III/IV
052.5931248855	-36.0537585840	 16321	11.18	  -1.23	 0.500	F7
052.6019539119	+11.3364422067	 16322	 5.14	   7.82	-0.041	A0Vn
052.6059824819	+42.9797147408	 16323	 7.65	   2.26	 0.031	B9
052.6082030794	-22.0484515772	 16324	10.40	  20.13	      	K4.5
052.6098815249	+10.4587662476	 16325	 7.00	   2.81	 1.458	K0
052.6124335102	+47.0632788528	 16326	 7.03	   1.31	 0.081	B8
052.6181077424	+54.2937906370	 16327	 8.88	  15.13	 0.689	G8III
052.6261880422	+39.6581145969	 16328	 9.47	   1.80	 1.296	M4e
052.6267869398	+20.1032626609	 16329	 8.29	  21.61	 0.739	G5
052.6289589179	-68.1983001453	 16330	 8.83	   4.29	 1.043	K2III
052.6292307180	-15.8531313061	 16331	 9.60	   7.92	 0.529	G0V
052.6340624829	+71.1920780444	 16332	10.55	   0.31	 0.838	G
052.6356609758	-58.5736878936	 16333	 8.14	   4.19	 0.403	F0II
052.6431703456	+02.0796431300	 16334	 8.97	   4.97	 0.487	F2
052.6436815160	+47.9952160560	 16335	 4.36	   9.23	 1.367	K3III
052.6469945302	+44.8330437351	 16336	 8.46	   2.38	 0.261	A0
052.6478987816	-30.3349395427	 16337	 8.25	  10.20	 0.427	F3V
052.6525319861	+11.8674250826	 16338	 9.64	   3.44	 0.464	F8
052.6539752990	-47.3751254157	 16339	 5.98	   8.81	 0.116	A2V
052.6539613213	+48.1035964366	 16340	 5.82	   3.75	-0.033	B8V
052.6544069480	-05.0751454797	 16341	 4.74	   8.57	-0.092	B9Vs
052.6554491255	+08.5747561964	 16342	 9.72	   6.95	 0.608	G0
052.6586244710	+40.3188933921	 16343	 9.54	  22.19	 0.910	K0
052.6594880902	-33.5302007268	 16344	 8.94	   3.93	 0.638	G2V
052.6600165805	-42.5221027708	 16345	 9.52	   4.98	 0.531	F3/F5V
052.6608359748	+03.9165074905	 16346	 9.92	   4.38	 0.469	F5
052.6638894581	-04.2732831779	 16347	 7.56	   9.71	 0.305	A3
052.6668968236	-19.4355850882	 16348	 7.45	  23.76	 0.666	G5V
052.6678296112	-27.9220172517	 16349	 7.81	  11.72	 0.377	F2/F3V
052.6691278717	-09.7302452739	 16350	 6.86	   6.15	 1.315	K0
052.6696983184	+53.6666137666	 16351	 9.51	   5.71	 0.446	A7
052.6742121799	+29.2388386667	 16352	 9.09	   4.56	 0.291	A2
052.6747001863	-40.1188974012	 16353	 8.49	  11.70	 0.556	G0/G1V
052.6781860226	-22.3216282783	 16354	 9.94	  -1.00	 1.409	M
052.6836116526	-64.9867292036	 16355	 8.43	   2.16	 1.227	K2III
052.6864100490	+05.5130769614	 16356	 7.69	   4.14	 0.201	A2
052.6879015198	+42.2024378779	 16357	 6.92	  13.03	 0.387	F2
052.6892496808	+06.1887030010	 16358	 5.93	   6.31	 0.953	G8III
052.6893261380	+14.2961608830	 16359	 8.67	  11.14	 0.636	F8
052.6911356384	-01.7806024415	 16360	 9.34	   8.31	 0.576	G0
052.6916939100	+51.0299212583	 16361	 9.00	   4.25	 0.200	A0
052.6958938539	+05.3670279690	 16362	 7.03	   5.30	 0.950	G5
052.6985887928	+05.1526252425	 16363	 7.34	   6.93	 0.436	F0...
052.7045825101	-18.4661400630	 16364	 7.39	   5.75	 1.156	K0III/IV
052.7097666424	-37.3722902721	 16365	 7.71	  25.11	 0.591	G0V
052.7106233373	-32.5054318087	 16366	 8.93	   3.57	 1.737	K5/M0
052.7146431596	+43.9848441042	 16367	 9.08	   5.80	 0.303	A2
052.7154471790	-66.4897139680	 16368	 5.81	   3.83	-0.055	B8V
052.7182429936	+12.9366780926	 16369	 4.14	   9.05	 1.112	K0II-III...
052.7188415859	-62.0079453894	 16370	 6.79	  21.25	 0.534	F7V
052.7223070468	-08.8207621543	 16371	 9.74	   4.32	 0.490	F5
052.7226592002	+08.3685220817	 16372	 8.49	   3.76	 1.626	K5
052.7296331835	-29.4315811495	 16373	11.38	   8.96	 0.968	
052.7337519676	+18.7994176348	 16374	 8.12	  10.83	 0.580	F8
052.7436832382	-44.6238599785	 16375	 9.31	   4.51	 0.950	G8III:
052.7471059286	+29.6137376157	 16376	 9.04	   7.82	 0.491	G0
052.7489714266	-00.1261677531	 16377	10.19	  10.48	 0.547	F8
052.7532774731	+27.7242920536	 16378	 7.87	  10.82	 0.150	A0
052.7549969587	-05.6301737847	 16379	 8.03	   3.32	 1.032	G5
052.7560220185	+07.1983080862	 16380	 7.61	   2.95	 1.267	K0
052.7573301053	+33.8929980179	 16381	 8.16	   3.10	 1.300	K2
052.7573003116	+27.1134307081	 16382	 7.94	   5.90	 1.217	K0
052.7596126908	-26.6211194156	 16383	 8.19	   5.00	 0.947	K0IV
052.7601016102	-17.1677642269	 16384	 8.59	   6.50	 0.200	A2III
052.7610912170	-40.5160828678	 16385	 8.75	   3.71	 1.070	G8III/IVCN.
052.7644339652	+27.7315484662	 16386	 7.44	  10.49	 0.040	B9
052.7656157488	-48.1371159339	 16387	 8.93	   2.72	 1.435	K3III
052.7666039610	-00.4812031833	 16389	 6.64	   6.16	 0.119	A0
052.7670096641	+39.6446869332	 16388	 8.62	   6.28	 0.612	G0
052.7702762176	-02.2474406504	 16390	 8.73	   2.12	 1.274	K0
052.7708151620	-46.6145776334	 16391	 8.83	  11.69	 0.656	G5V
052.7722484789	-72.3734721616	 16392	 8.10	  12.74	 0.491	F6V
052.7761719703	+15.7360974839	 16393	10.32	   6.50	 0.563	F8
052.7773753459	+50.4814924662	 16394	 7.37	   6.74	 0.247	Am
052.7823025536	-70.4732923486	 16395	 8.63	   0.04	 1.643	M2/M3III:
052.7835478906	-64.6518035622	 16396	 8.34	   1.80	 0.958	G8III
052.7846435589	-66.2912388954	 16397	 8.01	   2.39	 1.653	M1III
052.7880751617	+39.1477360101	 16398	 7.31	   8.43	 0.377	F5
052.7892671470	+13.5758512821	 16399	 8.77	  11.11	 0.504	F8
052.7955730675	-13.4988468068	 16400	 7.71	   4.65	 0.136	A0V
052.8060447087	+19.7835184955	 16401	 8.00	   8.75	 0.483	F8+...
052.8088557296	-10.9315222704	 16402	 8.01	   5.74	 1.062	K0
052.8111668866	+49.7062387459	 16403	 8.61	   6.78	 0.205	A6Vn
052.8142640847	+20.7680724400	 16405	 8.08	  20.04	 0.680	G5
052.8224969120	+66.7302834189	 16404	 9.91	  17.58	 0.667	G0
052.8153318831	+41.7264566507	 16406	 7.32	   3.18	 0.028	B5
052.8164645217	+25.2554652133	 16407	 8.12	   7.62	 0.252	A3
052.8181958447	+32.3303917486	 16408	11.08	   1.20	 0.209	A0
052.8209185993	-55.2492048532	 16409	 7.12	   3.11	 1.530	M0III
052.8329023883	+27.5718050444	 16410	 6.99	   4.46	 0.052	A3V
052.8364766108	+27.5718233455	 16411	 6.61	   4.20	 0.031	A2V
052.8366546454	-30.5163143705	 16413	 9.90	   7.81	 0.679	G5/G6V:
052.8366368846	+58.4939597490	 16412	 8.60	   0.85	 1.880	K7
052.8380097482	+17.9381762185	 16414	 6.79	   2.51	 1.545	K2
052.8464950848	-43.8335744050	 16415	 8.47	   3.70	 1.122	K1III
052.8519028553	+17.8113293539	 16416	 8.19	   1.50	 1.259	K2
052.8519343421	-59.8569783698	 16417	 7.41	   5.34	 0.188	A6V
052.8522281590	-33.5455801626	 16418	 7.23	   4.34	 0.990	K0III
052.8534731088	-51.5413566247	 16419	 9.38	   1.14	 1.111	G8III
052.8539250137	+72.1699095433	 16420	 8.38	   3.86	 0.199	A0
052.8558394926	+02.6622935819	 16421	 8.89	   6.29	 0.433	F0
052.8564153254	-16.7789801613	 16422	 7.61	   6.85	 0.483	F6V
052.8680950763	+21.8219086910	 16423	 8.88	   8.44	 0.391	F2
052.8722480409	+49.2097705917	 16424	 6.29	   6.97	 0.067	A0Vn
052.8757610134	+49.9020765371	 16426	 8.78	   3.97	 0.265	A6V
052.8762310832	+40.7599342468	 16425	 6.50	   7.48	 0.243	A5
052.8780946477	+34.6795288418	 16427	 9.08	   4.27	 0.558	G0
052.8798277841	+22.5058053743	 16428	 9.49	   4.82	 0.302	A7
052.8820046770	+25.7215751267	 16429	 9.09	   2.10	 0.202	A2
052.8880607331	+47.8624165341	 16430	 6.77	   4.55	-0.027	B8.5V
052.8901011791	+26.2654703189	 16431	10.75	  10.10	 0.681	
052.8911949730	+72.0176873342	 16432	 8.15	   6.21	 0.149	A0
052.8956937973	-31.6735279685	 16433	 7.62	   6.11	 0.040	A0V
052.8987527943	-50.1046359973	 16434	 8.43	   2.30	 1.222	K1III
052.9029741835	-12.7347729144	 16435	 7.86	   4.91	 0.266	A2m...
052.9169065744	-03.4976792897	 16436	 7.17	   4.93	 1.007	G5
052.9223095093	+78.0144688041	 16437	 7.32	   4.43	 1.219	K0
052.9240999696	+37.3314063353	 16438	 8.74	   1.19	 0.211	A2p
052.9247229555	-58.3883833904	 16439	 8.99	  12.91	 0.592	G2V
052.9268050871	+23.6495449183	 16440	 8.07	   9.52	 0.476	F5
052.9324798520	+18.8001251271	 16441	 8.16	   3.71	 0.131	A0
052.9384333517	-35.7029706421	 16442	 9.16	   5.82	 0.521	F7V
052.9464876657	-58.0996764627	 16443	 8.35	  14.48	 0.505	F7V
052.9461625791	+36.4839305528	 16444	 7.82	   7.45	 0.200	A0
052.9464075178	+14.3215928044	 16445	12.26	  41.67	 1.550	M3
052.9538277176	-19.3160518989	 16446	 8.45	  -1.93	 1.366	K2III
052.9543241153	+49.4010929981	 16447	 6.41	   1.52	 0.075	B9III
052.9724217442	+56.4403718981	 16448	 7.98	   9.38	 0.389	F2
052.9735276987	-25.6141491397	 16449	 6.38	  13.55	 0.120	A3IV/V
052.9747755436	+48.7351450158	 16450	 6.62	   4.90	-0.025	B8V
052.9765713962	-20.3680692987	 16451	 8.91	   7.11	 0.866	G8V
052.9825261038	+48.5837997887	 16452	 8.22	   5.34	 0.185	A4V
052.9879873312	+67.4251928529	 16453	 7.58	   4.14	 1.274	K0
052.9916218319	-49.8869314688	 16454	 8.45	   9.89	 0.470	F5V
052.9946511024	+49.8701579564	 16455	 9.21	   7.11	 0.393	F1V
053.0019841935	-03.7074509142	 16456	10.54	   6.27	 0.459	F5
053.0029669469	-65.6454185694	 16457	 8.23	   2.91	 1.246	K2III
053.0060731676	+67.5856182629	 16459	 7.65	   5.98	 0.387	F0
053.0061671842	+67.5918712646	 16458	 9.36	 -20.71	 0.495	
053.0077031459	-52.4738573328	 16460	 7.78	  19.68	 0.717	G3/G5V
053.0078725034	+37.5147684340	 16461	 9.21	   3.89	 0.227	A1IV
053.0101493205	-08.8110203336	 16462	 9.29	   7.37	 0.427	F0
053.0109853451	-07.8399836156	 16463	 7.54	   6.27	 0.125	A0
053.0168582471	+07.5663244243	 16464	 7.66	   5.35	 0.937	G5
053.0194174908	-29.0161109490	 16465	 8.82	   4.47	 0.233	A3V
053.0198571833	-21.2475671889	 16466	 9.36	   2.54	-0.144	B4V
053.0212393236	+43.6698730973	 16467	 8.56	  18.58	 0.700	G5
053.0233057591	-49.1588617587	 16468	 7.88	   5.13	 1.037	K0III
053.0259244451	+16.7280031598	 16469	 8.60	   8.08	 0.512	F8
053.0358369220	+48.0234761114	 16470	 5.47	   5.57	-0.101	B8IIIp Mn
053.0358809393	+62.2679897414	 16471	 7.16	   1.51	 1.191	K0
053.0367472230	+00.2884055392	 16472	 8.31	   3.92	 1.133	K0
053.0392744428	+42.7493227485	 16473	 7.27	   4.70	 0.123	B9
053.0405489765	+30.0060809476	 16474	 7.88	   5.84	 0.261	A0
053.0412801918	-50.8195908647	 16475	 8.52	   0.99	 0.824	G6III
053.0467877841	+37.3820616503	 16476	 9.30	   3.37	 1.312	G8II
053.0481984399	-08.1296793384	 16477	10.54	  21.09	 1.067	
053.0497593890	+11.5424258215	 16478	 6.79	   6.23	 0.035	A0
053.0501703759	+03.8768587267	 16479	 8.30	  13.59	 0.418	F2
053.0543016646	-32.3080068493	 16480	 7.95	   4.40	 0.246	A7V
053.0549429009	-31.5705508508	 16481	 8.23	   3.72	 0.403	F0V
053.0596591731	-42.9182256294	 16482	 9.56	   1.74	 1.008	G8/K0III:
053.0599843944	+36.1357010199	 16483	10.05	   3.91	 0.240	A0
053.0635139034	-65.4143466257	 16484	 7.92	   3.11	 1.619	M2III
053.0640800679	-07.0901184143	 16485	 7.31	   5.54	 0.488	F8
053.0684392809	+44.8406863818	 16490	 7.24	   0.68	 1.426	
053.0692377886	-07.0900624737	 16486	 9.74	  -4.23	 0.587	F8
053.0733429835	+40.9207309704	 16487	 6.73	   2.77	-0.009	B9
053.0805390162	+04.6501277040	 16488	 9.61	   8.36	 0.682	G0
053.0838547716	+84.9110397766	 16489	 5.62	   9.18	 0.894	G3IIp...
053.0901592006	+63.8186891824	 16491	 9.68	  -1.04	 0.178	B8
053.0938683970	-33.5011436542	 16492	 8.83	   8.53	 0.849	G8V
053.0938196063	-34.9673184108	 16493	 8.72	  -0.65	 1.379	K3III
053.0994421395	-08.6037237319	 16494	 8.05	  15.48	 0.585	F8
053.1033529284	+76.6174238879	 16495	 8.33	   2.97	 0.067	A0
053.1046930965	-03.3133578443	 16496	 8.29	   4.39	 0.208	A1V
053.1068009660	+12.3634856172	 16497	 8.33	   6.65	 0.334	A3
053.1079476112	-04.3610888942	 16498	 8.18	  18.90	 0.622	G0
053.1094157518	+46.0568617001	 16499	 5.30	  27.46	 0.398	F4IIIvar
053.1099386343	-24.6164191581	 16500	 7.03	   6.06	 0.116	A4V
053.1099682336	-11.9651840201	 16501	 8.52	   7.84	 0.429	F3V
053.1108078892	+52.0658952600	 16502	 8.47	   0.99	 0.249	B8
053.1111336973	-25.6584988474	 16503	 8.09	   0.85	 1.431	M6III
053.1131250103	+10.7381830976	 16504	 8.51	  10.21	 0.531	G0
053.1131884209	+20.1754838454	 16505	 8.42	   3.52	 1.672	G5
053.1328832022	+51.4895899680	 16506	10.23	   2.06	 0.555	F5
053.1337039245	+31.6479605212	 16507	 7.75	   3.36	 1.129	K0
053.1379181590	+26.7464126208	 16508	10.08	  12.29	 0.835	
053.1450117301	-50.3786464444	 16509	 5.67	  10.63	 1.101	K3III
053.1476762372	-23.6287965008	 16510	 9.96	  -0.05	-0.093	B8/B9V
053.1497881752	+09.3734382182	 16511	 5.76	   9.18	-0.072	B9IV
053.1529915958	+17.2689703968	 16512	 9.80	   3.17	 0.446	F0
053.1572673488	+28.3658387676	 16513	 8.57	   1.14	 1.630	K5
053.1587581997	+55.1852700372	 16514	 8.87	   7.06	 0.400	F5
053.1613561800	+03.1499456679	 16515	 7.82	   5.68	 1.230	K0
053.1624076401	+44.8557595731	 16516	 6.42	   2.09	-0.007	B2IV
053.1663237344	+35.6592940355	 16517	 7.29	  20.45	 0.503	F8
053.1667370569	+35.4617292858	 16518	 5.91	   1.99	-0.084	B1V
053.1742421696	-01.6676983567	 16519	 8.98	   6.77	 0.296	F0
053.1772309357	-04.4203177385	 16520	 8.69	   6.89	 1.087	K0
053.1782660150	-51.7890157639	 16521	 9.47	   8.80	 0.609	G2/G3V
053.1800052728	-61.3940559250	 16522	 7.30	   6.88	 1.051	K0III
053.1824074701	-60.5742817943	 16523	 7.56	  13.73	 0.506	F8IV-V
053.1885386066	+54.2549474222	 16524	 8.70	   2.81	 0.240	A0
053.1897050171	+11.4531145789	 16525	10.64	  -0.03	 0.407	F0
053.1927758832	-66.7294785115	 16527	 7.51	   4.84	 0.375	Ap...
053.1927436130	-59.8115195393	 16526	 9.24	   9.01	 0.750	G5V
053.2018753543	-00.5026855636	 16528	 8.46	   3.87	 0.956	G5IV
053.2086589399	+23.6921845204	 16529	 8.88	  22.78	 0.844	G5
053.2128220827	+05.2545970746	 16530	 7.33	   5.62	 0.965	G5
053.2148238465	-61.0168725240	 16531	 6.42	   7.60	 1.037	K0III
053.2235070735	+15.5498093260	 16532	 8.52	  10.98	 0.200	G0
053.2291346539	-45.5497005306	 16533	 8.87	   8.44	 0.445	F5V
053.2297274290	+12.9745520232	 16534	10.16	   1.06	 0.405	F2
053.2326084119	-13.2336742994	 16535	 8.99	   2.80	 1.236	K1III
053.2327380916	-44.7019515518	 16536	11.47	  92.05	 1.560	
053.2326840901	-09.4582621547	 16537	 3.72	 310.75	 0.881	K2V
053.2397216736	+16.5984283236	 16538	 7.03	  18.16	 0.503	F5
053.2470903133	-75.1326185813	 16539	 8.62	   7.06	 0.431	F3IV/V
053.2483721107	-67.4194898015	 16540	 7.48	  20.44	 0.521	F6V
053.2506131099	+06.6430170962	 16541	10.10	   8.26	 0.701	G0
053.2652160432	-58.6416591126	 16542	 8.56	   3.89	 0.152	A3V
053.2653770480	-01.2954439153	 16543	 9.01	  -1.52	 0.995	G5
053.2658979850	-46.7223060400	 16544	 8.72	  18.52	 0.672	G5III/IV:
053.2674133079	-18.8183277392	 16545	10.74	   4.52	 0.540	
053.2701027238	-18.4146648728	 16546	 9.00	   8.11	 0.498	F8V
053.2717123588	-46.7795249102	 16547	 8.43	  12.01	 0.818	K2III:
053.2721030143	+04.9581129545	 16548	11.88	  17.20	 1.378	M0V:
053.2779475914	-23.7669028334	 16549	 8.22	   3.30	 1.005	G8III
053.2803887789	+76.8362916250	 16550	 9.02	   2.56	 0.189	A0
053.2821177445	+19.3832558543	 16551	 8.07	   5.57	 0.081	A0
053.2823241999	+35.3989178167	 16552	 7.29	   4.28	 0.891	G5
053.2901999656	-48.9148891694	 16553	 8.21	   3.80	 0.968	G8II
053.2976040788	-10.0454050597	 16555	 7.34	   4.76	 0.407	F2
